Site,Year,Habitat,Collection_Method,Date,Replicate,Taxon,Stage,Insect,Origin,Higher_classification,Order,Family,Common_name,Abundance,Biomass
made,2011,dry tundra,malaise trap,8-Jul-11,2,Psychodidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Psychodidae,moth flies,3,0.186506242
made,2011,dry tundra,malaise trap,8-Jul-11,2,Ceratopogonidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,8,0.390620644
made,2011,dry tundra,malaise trap,8-Jul-11,2,Hymenoptera parasitoid,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,x,parasitic wasps,18,4.747024983
made,2011,dry tundra,malaise trap,11-Jul-11,2,Simuliidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,7,2.950284201
made,2011,dry tundra,malaise trap,11-Jul-11,2,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,5,2.101819916
made,2011,dry tundra,malaise trap,11-Jul-11,2,Cecidomyiidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Cecidomyiidae,gall gnats,2,0.137678661
made,2011,dry tundra,malaise trap,11-Jul-11,2,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,21,11.10837781
made,2011,dry tundra,malaise trap,11-Jul-11,2,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,8,1.45553762
made,2011,dry tundra,malaise trap,11-Jul-11,2,Culicidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Culicidae,mosquitoes,1,0.539694809
made,2011,dry tundra,malaise trap,11-Jul-11,2,Ceratopogonidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,1,0.048827581
made,2011,dry tundra,malaise trap,11-Jul-11,2,Hymenoptera parasitoid,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,x,parasitic wasps,1,0.100112837
made,2011,dry tundra,malaise trap,11-Jul-11,2,Hemiptera: Auchenorrhyncha,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Auchenorrhyncha,x,planthoppers & cicadas,1,0.050280535
made,2011,dry tundra,malaise trap,11-Jul-11,2,Sciaridae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciaridae,root gnats,5,0.444255405
made,2011,dry tundra,malaise trap,8-Jun-11,3,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,2,0.445026737
made,2011,dry tundra,malaise trap,8-Jun-11,3,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,1,0.093080051
made,2011,dry tundra,malaise trap,8-Jun-11,3,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,1,0.010654246
made,2011,dry tundra,malaise trap,11-Jun-11,3,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,3,0.270533137
made,2011,dry tundra,malaise trap,11-Jun-11,3,Hemiptera: Auchenorrhyncha,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Auchenorrhyncha,x,planthoppers & cicadas,1,0.050280535
made,2011,dry tundra,malaise trap,11-Jun-11,3,Sciaridae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciaridae,root gnats,1,0.088851081
made,2011,dry tundra,malaise trap,11-Jun-11,3,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,10,0.243834268
made,2011,dry tundra,malaise trap,14-Jun-11,3,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,2,0.751858532
made,2011,dry tundra,malaise trap,14-Jun-11,3,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,3,0.270533137
made,2011,dry tundra,malaise trap,14-Jun-11,3,Hymenoptera parasitoid,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,x,parasitic wasps,1,0.100112837
made,2011,dry tundra,malaise trap,14-Jun-11,3,Sciaridae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciaridae,root gnats,1,0.088851081
made,2011,dry tundra,malaise trap,14-Jun-11,3,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,1,0.227351895
made,2011,dry tundra,malaise trap,14-Jun-11,3,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,1,0.0298
made,2011,dry tundra,malaise trap,14-Jun-11,3,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,1,0.010654246
made,2011,dry tundra,malaise trap,17-Jun-11,3,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,15,5.561928081
made,2011,dry tundra,malaise trap,17-Jun-11,3,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,8,10.15459847
made,2011,dry tundra,malaise trap,17-Jun-11,3,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,5,0.444255405
made,2011,dry tundra,malaise trap,17-Jun-11,3,Hymenoptera parasitoid,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,x,parasitic wasps,2,0.28890607
made,2011,dry tundra,malaise trap,17-Jun-11,3,Sciaridae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciaridae,root gnats,7,0.857434767
made,2011,dry tundra,malaise trap,17-Jun-11,3,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,4,1.082791856
made,2011,dry tundra,malaise trap,17-Jun-11,3,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,5,7.937045166
made,2011,dry tundra,malaise trap,20-Jun-11,3,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,5,1.87964633
made,2011,dry tundra,malaise trap,20-Jun-11,3,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,13,9.286225166
made,2011,dry tundra,malaise trap,20-Jun-11,3,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,0.460426013
made,2011,dry tundra,malaise trap,20-Jun-11,3,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,1,0.509069418
made,2011,dry tundra,malaise trap,20-Jun-11,3,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,2,1.30460748
made,2011,dry tundra,malaise trap,20-Jun-11,3,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,1,0.030675914
made,2011,dry tundra,malaise trap,23-Jun-11,3,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,9,3.658370982
made,2011,dry tundra,malaise trap,23-Jun-11,3,Cecidomyiidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Cecidomyiidae,gall gnats,1,0.088851081
made,2011,dry tundra,malaise trap,23-Jun-11,3,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,48,50.29004162
made,2011,dry tundra,malaise trap,23-Jun-11,3,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,21,2.741643887
made,2011,dry tundra,malaise trap,23-Jun-11,3,Psychodidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Psychodidae,moth flies,1,0.048827581
made,2011,dry tundra,malaise trap,23-Jun-11,3,Ceratopogonidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,2,0.097655161
made,2011,dry tundra,malaise trap,23-Jun-11,3,Hymenoptera parasitoid,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,x,parasitic wasps,3,0.748207096
made,2011,dry tundra,malaise trap,23-Jun-11,3,Sciaridae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciaridae,root gnats,39,3.936146558
made,2011,dry tundra,malaise trap,23-Jun-11,3,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,2,0.61488001
made,2011,dry tundra,malaise trap,23-Jun-11,3,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,1,2.037465273
made,2011,dry tundra,malaise trap,23-Jun-11,3,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,8,0.14529897
made,2011,dry tundra,malaise trap,26-Jun-11,3,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,2,0.751858532
made,2011,dry tundra,malaise trap,26-Jun-11,3,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,31,34.18008215
made,2011,dry tundra,malaise trap,26-Jun-11,3,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,21,2.55776767
made,2011,dry tundra,malaise trap,26-Jun-11,3,Culicidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Culicidae,mosquitoes,1,0.850454037
made,2011,dry tundra,malaise trap,26-Jun-11,3,Ceratopogonidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,3,0.090827581
made,2011,dry tundra,malaise trap,26-Jun-11,3,Hymenoptera parasitoid,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,x,parasitic wasps,3,0.544501335
made,2011,dry tundra,malaise trap,26-Jun-11,3,Hemiptera: Auchenorrhyncha,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Auchenorrhyncha,x,planthoppers & cicadas,2,0.244272518
made,2011,dry tundra,malaise trap,26-Jun-11,3,Sciaridae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciaridae,root gnats,59,5.830906778
made,2011,dry tundra,malaise trap,26-Jun-11,3,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,2,0.5347919
made,2011,dry tundra,malaise trap,26-Jun-11,3,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,2,1.098860989
made,2011,dry tundra,malaise trap,26-Jun-11,3,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,6,0.063925475
made,2011,dry tundra,malaise trap,29-Jun-11,3,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,2,0.751858532
made,2011,dry tundra,malaise trap,29-Jun-11,3,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,14,9.935956746
made,2011,dry tundra,malaise trap,29-Jun-11,3,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,12,2.45123593
made,2011,dry tundra,malaise trap,29-Jun-11,3,Culicidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Culicidae,mosquitoes,4,4.239701622
made,2011,dry tundra,malaise trap,29-Jun-11,3,Ceratopogonidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,6,0.425523329
made,2011,dry tundra,malaise trap,29-Jun-11,3,Hymenoptera parasitoid,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,x,parasitic wasps,2,1.217807241
made,2011,dry tundra,malaise trap,29-Jun-11,3,Sciaridae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciaridae,root gnats,31,3.696292313
made,2011,dry tundra,malaise trap,29-Jun-11,3,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,1,0.208837998
made,2011,dry tundra,malaise trap,29-Jun-11,3,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,7,0.07457972
made,2011,dry tundra,malaise trap,29-Jun-11,3,Trichocera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Trichoceridae,winter crane flies,2,0.882827389
made,2011,dry tundra,malaise trap,2-Jul-11,3,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,2,0.582518947
made,2011,dry tundra,malaise trap,2-Jul-11,3,Cecidomyiidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Cecidomyiidae,gall gnats,16,1.421617295
made,2011,dry tundra,malaise trap,2-Jul-11,3,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,14,10.06227057
made,2011,dry tundra,malaise trap,2-Jul-11,3,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,21,5.841721575
made,2011,dry tundra,malaise trap,2-Jul-11,3,Psychodidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Psychodidae,moth flies,2,0.097655161
made,2011,dry tundra,malaise trap,2-Jul-11,3,Ceratopogonidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,22,1.394394775
made,2011,dry tundra,malaise trap,2-Jul-11,3,Hymenoptera parasitoid,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,x,parasitic wasps,4,8.61724685
made,2011,dry tundra,malaise trap,2-Jul-11,3,Hemiptera: Auchenorrhyncha,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Auchenorrhyncha,x,planthoppers & cicadas,3,0.206269649
made,2011,dry tundra,malaise trap,2-Jul-11,3,Sciaridae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciaridae,root gnats,89,8.731916407
made,2011,dry tundra,malaise trap,2-Jul-11,3,Hymenoptera sawflies,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,x,sawfly wasps,1,3.706629141
made,2011,dry tundra,malaise trap,2-Jul-11,3,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,3,4.85503297
made,2011,dry tundra,malaise trap,2-Jul-11,3,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,16,0.230532936
made,2011,dry tundra,malaise trap,5-Jul-11,3,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,5,1.932480332
made,2011,dry tundra,malaise trap,5-Jul-11,3,Cecidomyiidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Cecidomyiidae,gall gnats,8,0.695759836
made,2011,dry tundra,malaise trap,5-Jul-11,3,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,32,29.65732307
made,2011,dry tundra,malaise trap,5-Jul-11,3,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,17,4.265572686
made,2011,dry tundra,malaise trap,5-Jul-11,3,Culicidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Culicidae,mosquitoes,2,1.700908074
made,2011,dry tundra,malaise trap,5-Jul-11,3,Ceratopogonidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,9,0.479471725
made,2011,dry tundra,malaise trap,5-Jul-11,3,Hemiptera: Auchenorrhyncha,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Auchenorrhyncha,x,planthoppers & cicadas,1,0.105708579
made,2011,dry tundra,malaise trap,5-Jul-11,3,Sciaridae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciaridae,root gnats,44,4.615879164
made,2011,dry tundra,malaise trap,5-Jul-11,3,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,1,0.307440005
made,2011,dry tundra,malaise trap,5-Jul-11,3,Hymenoptera sawflies,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,x,sawfly wasps,1,12.39579216
made,2011,dry tundra,malaise trap,5-Jul-11,3,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,1,2.739195353
made,2011,dry tundra,malaise trap,8-Jul-11,3,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,24,7.498246121
made,2011,dry tundra,malaise trap,8-Jul-11,3,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,61,52.28680833
made,2011,dry tundra,malaise trap,8-Jul-11,3,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,16,3.867849797
made,2011,dry tundra,malaise trap,8-Jul-11,3,Culicidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Culicidae,mosquitoes,1,1.233167943
made,2011,dry tundra,malaise trap,8-Jul-11,3,Ceratopogonidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,4,0.235333822
made,2011,dry tundra,malaise trap,8-Jul-11,3,Hymenoptera parasitoid,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,x,parasitic wasps,2,1.217807241
made,2011,dry tundra,malaise trap,8-Jul-11,3,Sciaridae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciaridae,root gnats,17,1.510468376
made,2011,dry tundra,malaise trap,8-Jul-11,3,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,1,2.739195353
made,2011,dry tundra,malaise trap,11-Jul-11,3,Simuliidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,4,1.685876686
made,2011,dry tundra,malaise trap,11-Jul-11,3,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,13,4.823408877
made,2011,dry tundra,malaise trap,11-Jul-11,3,Cecidomyiidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Cecidomyiidae,gall gnats,5,0.561994005
made,2011,dry tundra,malaise trap,11-Jul-11,3,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,8,1.282152792
made,2011,dry tundra,malaise trap,11-Jul-11,3,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,15,2.651651557
made,2011,dry tundra,malaise trap,11-Jul-11,3,Ceratopogonidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,1,0.048827581
made,2011,dry tundra,malaise trap,11-Jul-11,3,Hymenoptera parasitoid,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,x,parasitic wasps,2,0.495061442
made,2011,dry tundra,malaise trap,11-Jul-11,3,Sciaridae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciaridae,root gnats,8,0.710808648
made,2011,dry tundra,malaise trap,8-Jun-11,4,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,1,0.65230374
made,2011,dry tundra,malaise trap,8-Jun-11,4,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,2,0.041330159
made,2011,dry tundra,malaise trap,11-Jun-11,4,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,1,0.171147704
made,2011,dry tundra,malaise trap,11-Jun-11,4,Hymenoptera parasitoid,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,x,parasitic wasps,1,0.01829
made,2011,dry tundra,malaise trap,14-Jun-11,4,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,2,0.582518947
made,2011,dry tundra,malaise trap,14-Jun-11,4,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,12,2.413987025
made,2011,dry tundra,malaise trap,14-Jun-11,4,Hymenoptera parasitoid,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,x,parasitic wasps,1,0.173046005
made,2011,dry tundra,malaise trap,14-Jun-11,4,Sciaridae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciaridae,root gnats,5,0.444255405
made,2011,dry tundra,malaise trap,14-Jun-11,4,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,2,0.387823736
made,2011,dry tundra,malaise trap,14-Jun-11,4,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,1,2.739195353
made,2011,dry tundra,malaise trap,14-Jun-11,4,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,2,0.14683288
made,2011,dry tundra,malaise trap,17-Jun-11,4,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,28,9.848661108
made,2011,dry tundra,malaise trap,17-Jun-11,4,Carabidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Carabidae,ground beetles,1,3.019664816
made,2011,dry tundra,malaise trap,17-Jun-11,4,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,18,14.4072475
made,2011,dry tundra,malaise trap,17-Jun-11,4,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,7,0.621957567
made,2011,dry tundra,malaise trap,17-Jun-11,4,Hymenoptera parasitoid,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,x,parasitic wasps,2,0.320055963
made,2011,dry tundra,malaise trap,17-Jun-11,4,Sciaridae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciaridae,root gnats,3,0.384291843
made,2011,dry tundra,malaise trap,17-Jun-11,4,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,1,0.307440005
made,2011,dry tundra,malaise trap,17-Jun-11,4,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,8,12.98718562
made,2011,dry tundra,malaise trap,17-Jun-11,4,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,1,0.010654246
made,2011,dry tundra,malaise trap,20-Jun-11,4,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,4,1.72589065
made,2011,dry tundra,malaise trap,20-Jun-11,4,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,6,4.037433021
made,2011,dry tundra,malaise trap,20-Jun-11,4,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,1,0.088851081
made,2011,dry tundra,malaise trap,20-Jun-11,4,Sciaridae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciaridae,root gnats,7,0.739696167
made,2011,dry tundra,malaise trap,20-Jun-11,4,Hymenoptera sawflies,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,x,sawfly wasps,1,2.409073758
made,2011,dry tundra,malaise trap,20-Jun-11,4,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,4,0.168141371
made,2011,dry tundra,malaise trap,23-Jun-11,4,Tipulidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,1,0.598102853
made,2011,dry tundra,malaise trap,23-Jun-11,4,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,20,6.94564411
made,2011,dry tundra,malaise trap,23-Jun-11,4,Cecidomyiidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Cecidomyiidae,gall gnats,1,0.141361926
made,2011,dry tundra,malaise trap,23-Jun-11,4,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,46,48.40757961
made,2011,dry tundra,malaise trap,23-Jun-11,4,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,29,4.342760354
made,2011,dry tundra,malaise trap,23-Jun-11,4,Ceratopogonidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,4,0.151851081
made,2011,dry tundra,malaise trap,23-Jun-11,4,Hymenoptera parasitoid,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,x,parasitic wasps,4,5.932788591
made,2011,dry tundra,malaise trap,23-Jun-11,4,Sciaridae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciaridae,root gnats,15,1.332766214
made,2011,dry tundra,malaise trap,23-Jun-11,4,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,3,1.383526458
made,2011,dry tundra,malaise trap,23-Jun-11,4,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,2,9.787694613
made,2011,dry tundra,malaise trap,23-Jun-11,4,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,18,0.251841427
made,2011,dry tundra,malaise trap,26-Jun-11,4,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,2,0.974032119
made,2011,dry tundra,malaise trap,26-Jun-11,4,Cecidomyiidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Cecidomyiidae,gall gnats,3,0.130851081
made,2011,dry tundra,malaise trap,26-Jun-11,4,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,21,22.83094616
made,2011,dry tundra,malaise trap,26-Jun-11,4,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,16,2.128048898
made,2011,dry tundra,malaise trap,26-Jun-11,4,Culicidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Culicidae,mosquitoes,1,0.686115264
made,2011,dry tundra,malaise trap,26-Jun-11,4,Ceratopogonidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,1,0.088851081
made,2011,dry tundra,malaise trap,26-Jun-11,4,Sciaridae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciaridae,root gnats,31,2.754383509
made,2011,dry tundra,malaise trap,26-Jun-11,4,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,4,1.486050682
made,2011,dry tundra,malaise trap,26-Jun-11,4,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,1,0.010654246
made,2011,dry tundra,malaise trap,29-Jun-11,4,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,2,0.856275661
made,2011,dry tundra,malaise trap,29-Jun-11,4,Cecidomyiidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Cecidomyiidae,gall gnats,5,0.444255405
made,2011,dry tundra,malaise trap,29-Jun-11,4,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,18,28.75099421
made,2011,dry tundra,malaise trap,29-Jun-11,4,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,38,4.525886834
made,2011,dry tundra,malaise trap,29-Jun-11,4,Culicidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Culicidae,mosquitoes,7,9.30421717
made,2011,dry tundra,malaise trap,29-Jun-11,4,Ceratopogonidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,9,0.902119951
made,2011,dry tundra,malaise trap,29-Jun-11,4,Hemiptera: Auchenorrhyncha,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Auchenorrhyncha,x,planthoppers & cicadas,1,0.050280535
made,2011,dry tundra,malaise trap,29-Jun-11,4,Sciaridae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciaridae,root gnats,43,7.352754493
